Date,Name,Year,Letterboxd URI,Rating
2019-02-06,Phantom Thread,2017,https://letterboxd.com/film/phantom-thread/,5
2019-02-07,Léon: The Professional,1994,https://letterboxd.com/film/leon-the-professional/,4
2019-02-08,Se7en,1995,https://letterboxd.com/film/se7en/,5
2019-02-09,The Talented Mr. Ripley,1999,https://letterboxd.com/film/the-talented-mr-ripley/,3.5
2019-02-10,The 400 Blows,1959,https://letterboxd.com/film/the-400-blows/,5
2019-02-10,The Graduate,1967,https://letterboxd.com/film/the-graduate/,4
2019-02-10,The Umbrellas of Cherbourg,1964,https://letterboxd.com/film/the-umbrellas-of-cherbourg/,3.5
2019-02-11,Fight Club,1999,https://letterboxd.com/film/fight-club/,5
2019-02-11,Venom,2018,https://letterboxd.com/film/venom-2018/,2.5
2019-02-11,Scott Pilgrim vs. the World,2010,https://letterboxd.com/film/scott-pilgrim-vs-the-world/,5
2019-02-12,Sing Street,2016,https://letterboxd.com/film/sing-street/,4
2019-02-13,Steve Jobs,2015,https://letterboxd.com/film/steve-jobs/,5
2019-02-14,Juno,2007,https://letterboxd.com/film/juno/,4
2019-02-15,Enemy,2013,https://letterboxd.com/film/enemy/,4.5
2019-02-16,Shoplifters,2018,https://letterboxd.com/film/shoplifters/,4.5
2019-02-17,Easy A,2010,https://letterboxd.com/film/easy-a/,4
2019-02-17,Fantastic Beasts: The Crimes of Grindelwald,2018,https://letterboxd.com/film/fantastic-beasts-the-crimes-of-grindelwald/,2.5
2019-02-18,Interstellar,2014,https://letterboxd.com/film/interstellar/,5
2019-02-18,Eighth Grade,2018,https://letterboxd.com/film/eighth-grade/,4.5
2019-02-19,Dead Poets Society,1989,https://letterboxd.com/film/dead-poets-society/,5
2019-02-20,Good Will Hunting,1997,https://letterboxd.com/film/good-will-hunting/,4
2019-02-21,Ben Is Back,2018,https://letterboxd.com/film/ben-is-back/,3.5
2019-02-22,First Reformed,2017,https://letterboxd.com/film/first-reformed/,4.5
2019-02-25,GoodFellas,1990,https://letterboxd.com/film/goodfellas/,5
2019-02-27,Vox Lux,2018,https://letterboxd.com/film/vox-lux/,3
2019-03-01,Kitbull,2019,https://letterboxd.com/film/kitbull/,4.5
2019-03-01,Riley's First Date?,2015,https://letterboxd.com/film/rileys-first-date/,3
2019-03-02,Inglourious Basterds,2009,https://letterboxd.com/film/inglourious-basterds/,5
2019-03-03,The Blair Witch Project,1999,https://letterboxd.com/film/the-blair-witch-project/,4
2019-03-03,My Hero Academia: Two Heroes,2018,https://letterboxd.com/film/my-hero-academia-two-heroes/,3
2019-03-03,The Godfather,1972,https://letterboxd.com/film/the-godfather/,5
2019-03-03,Loveling,2018,https://letterboxd.com/film/loveling/,4.5
2019-03-04,Star Wars: Episode III - Revenge of the Sith,2005,https://letterboxd.com/film/star-wars-episode-iii-revenge-of-the-sith/,3.5
2019-03-04,The Godfather: Part II,1974,https://letterboxd.com/film/the-godfather-part-ii/,5
2019-03-05,The Revenant,2015,https://letterboxd.com/film/the-revenant-2015/,4
2019-03-05,The Departed,2006,https://letterboxd.com/film/the-departed/,5
2019-03-05,Taxi Driver,1976,https://letterboxd.com/film/taxi-driver/,5
2019-03-06,Aquaman,2018,https://letterboxd.com/film/aquaman-2018/,3
2019-03-06,Ferris Bueller's Day Off,1986,https://letterboxd.com/film/ferris-buellers-day-off/,5
2019-03-06,Sixteen Candles,1984,https://letterboxd.com/film/sixteen-candles/,2.5
2019-03-07,Alien,1979,https://letterboxd.com/film/alien/,5
2019-03-07,Rebel Without a Cause,1955,https://letterboxd.com/film/rebel-without-a-cause/,4.5
2019-03-08,Pan's Labyrinth,2006,https://letterboxd.com/film/pans-labyrinth/,4.5
2019-03-09,The Sixth Sense,1999,https://letterboxd.com/film/the-sixth-sense/,4
2019-03-09,Thelma & Louise,1991,https://letterboxd.com/film/thelma-louise/,4.5
2019-03-10,The Lord of the Rings: The Fellowship of the Ring,2001,https://letterboxd.com/film/the-lord-of-the-rings-the-fellowship-of-the-ring/,5
2019-03-10,Fantastic Planet,1973,https://letterboxd.com/film/fantastic-planet/,3.5
2019-03-11,The Lord of the Rings: The Two Towers,2002,https://letterboxd.com/film/the-lord-of-the-rings-the-two-towers/,5
2019-03-12,Sauvage / Wild,2018,https://letterboxd.com/film/sauvage-wild/,3
2019-03-14,Solo: A Star Wars Story,2018,https://letterboxd.com/film/solo-a-star-wars-story/,2.5
2019-03-15,Scenes from the Suburbs,2011,https://letterboxd.com/film/scenes-from-the-suburbs/,3.5
2019-03-17,The Lord of the Rings: The Return of the King,2003,https://letterboxd.com/film/the-lord-of-the-rings-the-return-of-the-king/,5
2019-03-17,Shutter Island,2010,https://letterboxd.com/film/shutter-island/,4.5
2019-03-19,"You, Me and Him",2007,https://letterboxd.com/film/you-me-and-him/,4
2019-03-20,Jamie,2016,https://letterboxd.com/film/jamie/,3
2019-03-21,It's Consuming Me,2012,https://letterboxd.com/film/its-consuming-me/,3
2019-03-23,Le Samouraï,1967,https://letterboxd.com/film/le-samourai/,5
2019-03-24,Some Like It Hot,1959,https://letterboxd.com/film/some-like-it-hot/,5
2019-03-25,Pulp Fiction,1994,https://letterboxd.com/film/pulp-fiction/,5
2019-03-26,Carol,2015,https://letterboxd.com/film/carol-2015/,5
2019-03-27,The Handmaiden,2016,https://letterboxd.com/film/the-handmaiden/,5
2019-03-28,Bickford Park,2017,https://letterboxd.com/film/bickford-park/,3
2019-03-28,The Mess He Made,2017,https://letterboxd.com/film/the-mess-he-made/,3
2019-03-29,Landline,2018,https://letterboxd.com/film/landline-2018/,3.5
2019-03-30,The Night of the Hunter,1955,https://letterboxd.com/film/the-night-of-the-hunter/,5
2019-03-30,Maurice,1987,https://letterboxd.com/film/maurice/,4
2019-03-31,There Will Be Blood,2007,https://letterboxd.com/film/there-will-be-blood/,5
2019-04-01,The Matrix,1999,https://letterboxd.com/film/the-matrix/,4
2019-04-01,The Matrix Reloaded,2003,https://letterboxd.com/film/the-matrix-reloaded/,3
2019-04-01,The Matrix Revolutions,2003,https://letterboxd.com/film/the-matrix-revolutions/,2.5
2019-04-03,The Shawshank Redemption,1994,https://letterboxd.com/film/the-shawshank-redemption/,5
2019-04-06,Grave of the Fireflies,1988,https://letterboxd.com/film/grave-of-the-fireflies/,5
2019-04-07,Schindler's List,1993,https://letterboxd.com/film/schindlers-list/,5
2019-04-07,The Pianist,2002,https://letterboxd.com/film/the-pianist/,4
2019-04-08,Breathless,1960,https://letterboxd.com/film/breathless/,4
2019-04-08,Princess Mononoke,1997,https://letterboxd.com/film/princess-mononoke/,4.5
2019-04-09,Kiki's Delivery Service,1989,https://letterboxd.com/film/kikis-delivery-service/,4.5
2019-04-10,Perfect Blue,1997,https://letterboxd.com/film/perfect-blue/,4.5
2019-04-11,From Up on Poppy Hill,2011,https://letterboxd.com/film/from-up-on-poppy-hill/,3
2019-04-12,Howl's Moving Castle,2004,https://letterboxd.com/film/howls-moving-castle/,4.5
2019-04-13,Whisper of the Heart,1995,https://letterboxd.com/film/whisper-of-the-heart/,4
2019-04-13,The Perfect Date,2019,https://letterboxd.com/film/the-perfect-date-2019/,2
2019-04-14,Star Wars,1977,https://letterboxd.com/film/star-wars/,5
2019-04-14,The Empire Strikes Back,1980,https://letterboxd.com/film/the-empire-strikes-back/,5
2019-04-14,Guava Island,2019,https://letterboxd.com/film/guava-island/,4
2019-04-14,Return of the Jedi,1983,https://letterboxd.com/film/return-of-the-jedi/,5
2019-04-15,Batman: Bad Blood,2016,https://letterboxd.com/film/batman-bad-blood/,3
2019-04-16,Persona,1966,https://letterboxd.com/film/persona/,5
2019-04-17,Free Solo,2018,https://letterboxd.com/film/free-solo/,4
2019-04-18,Homecoming: A Film by Beyoncé,2019,https://letterboxd.com/film/homecoming-a-film-by-beyonce/,5
2019-04-19,Captain America: The First Avenger,2011,https://letterboxd.com/film/captain-america-the-first-avenger/,3.5
2019-04-19,Iron Man,2008,https://letterboxd.com/film/iron-man-2008/,4
2019-04-20,Iron Man 2,2010,https://letterboxd.com/film/iron-man-2/,3
2019-04-20,The Incredible Hulk,2008,https://letterboxd.com/film/the-incredible-hulk/,0.5
2019-04-21,Marvel One-Shot: Agent Carter,2013,https://letterboxd.com/film/marvel-one-shot-agent-carter/,3.5
2019-04-21,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,2011,https://letterboxd.com/film/marvel-one-shot-a-funny-thing-happened-on-the-way-to-thors-hammer/,3
2019-04-21,Marvel One-Shot: The Consultant,2011,https://letterboxd.com/film/marvel-one-shot-the-consultant/,3
2019-04-21,The Avengers,2012,https://letterboxd.com/film/the-avengers-2012/,4
2019-04-21,Marvel One-Shot: Item 47,2012,https://letterboxd.com/film/marvel-one-shot-item-47/,3
2019-04-21,Iron Man 3,2013,https://letterboxd.com/film/iron-man-3/,3
2019-04-21,Marvel One-Shot: All Hail the King,2014,https://letterboxd.com/film/marvel-one-shot-all-hail-the-king/,3
2019-04-24,Guardians of the Galaxy,2014,https://letterboxd.com/film/guardians-of-the-galaxy/,3.5
2019-04-25,Avengers: Age of Ultron,2015,https://letterboxd.com/film/avengers-age-of-ultron/,3
2019-04-27,Captain America: Civil War,2016,https://letterboxd.com/film/captain-america-civil-war/,4.5
2019-04-28,Zombieland,2009,https://letterboxd.com/film/zombieland/,3.5
2019-04-28,City of God,2002,https://letterboxd.com/film/city-of-god/,5
2019-04-28,The Way He Looks,2014,https://letterboxd.com/film/the-way-he-looks/,4
2019-04-29,The Ballad of Buster Scruggs,2018,https://letterboxd.com/film/the-ballad-of-buster-scruggs/,3
2019-04-30,Chinatown,1974,https://letterboxd.com/film/chinatown/,5
2019-04-30,The Untouchables,1987,https://letterboxd.com/film/the-untouchables/,2.5
2019-04-30,Airplane!,1980,https://letterboxd.com/film/airplane/,4
2019-04-30,Someone Great,2019,https://letterboxd.com/film/someone-great/,3.5
2019-05-01,Avengers: Endgame,2019,https://letterboxd.com/film/avengers-endgame/,3
2019-05-02,Team Thor,2016,https://letterboxd.com/film/team-thor/,4
2019-05-02,Team Thor: Part 2,2017,https://letterboxd.com/film/team-thor-part-2/,4
2019-05-02,Team Darryl,2018,https://letterboxd.com/film/team-darryl/,4
2019-05-03,Blue Neighbourhood,2015,https://letterboxd.com/film/blue-neighbourhood-2015/,4
2019-05-13,Possession,1981,https://letterboxd.com/film/possession/,4
2019-05-24,Zodiac,2007,https://letterboxd.com/film/zodiac/,5
2019-05-25,The Perfection,2018,https://letterboxd.com/film/the-perfection/,4
2019-05-25,Booksmart,2019,https://letterboxd.com/film/booksmart/,5
2019-05-26,Us,2019,https://letterboxd.com/film/us-2019/,3
2019-05-26,The Prestige,2006,https://letterboxd.com/film/the-prestige/,5
2019-05-26,Notting Hill,1999,https://letterboxd.com/film/notting-hill/,4
2019-05-27,Confessions of a Shopaholic,2009,https://letterboxd.com/film/confessions-of-a-shopaholic/,3
2019-05-27,A Ghost Story,2017,https://letterboxd.com/film/a-ghost-story-2017/,4
2019-05-28,Climax,2018,https://letterboxd.com/film/climax-2018/,4.5
2019-06-02,The Hunt,2012,https://letterboxd.com/film/the-hunt-2012/,4
2019-06-02,Witness for the Prosecution,1957,https://letterboxd.com/film/witness-for-the-prosecution-1957/,5
2019-06-03,Always Be My Maybe,2019,https://letterboxd.com/film/always-be-my-maybe-2019/,3
2019-06-04,Irrational Man,2015,https://letterboxd.com/film/irrational-man/,3
2019-06-05,The Cabin in the Woods,2011,https://letterboxd.com/film/the-cabin-in-the-woods/,2
2019-07-26,The Lion King,2019,https://letterboxd.com/film/the-lion-king-2019/,3
2019-08-01,Spider-Man: Far from Home,2019,https://letterboxd.com/film/spider-man-far-from-home/,4
2019-08-04,Aziz Ansari: Right Now,2019,https://letterboxd.com/film/aziz-ansari-right-now/,4
2019-08-04,Amy Schumer: Growing,2019,https://letterboxd.com/film/amy-schumer-growing/,2.5
2019-08-13,Parasite,2019,https://letterboxd.com/film/parasite-2019/,5
2019-09-30,Midsommar,2019,https://letterboxd.com/film/midsommar/,4
2019-12-21,Star Wars: The Rise of Skywalker,2019,https://letterboxd.com/film/star-wars-the-rise-of-skywalker/,2.5
2019-12-24,Portrait of a Lady on Fire,2019,https://letterboxd.com/film/portrait-of-a-lady-on-fire/,5
2020-01-03,12 Angry Men,1957,https://letterboxd.com/film/12-angry-men/,5
2020-01-04,Shelter,2007,https://letterboxd.com/film/shelter/,3.5
2020-01-07,My Mom is a Character 3,2019,https://letterboxd.com/film/my-mom-is-a-character-3/,4
2020-01-09,The Two Popes,2019,https://letterboxd.com/film/the-two-popes/,4.5
2020-01-10,Little Women,2019,https://letterboxd.com/film/little-women-2019/,5
2020-01-20,Once Upon a Time… in Hollywood,2019,https://letterboxd.com/film/once-upon-a-time-in-hollywood/,5
2020-01-20,A Rainy Day in New York,2019,https://letterboxd.com/film/a-rainy-day-in-new-york/,3
2020-01-21,WHAT DID JACK DO?,2017,https://letterboxd.com/film/what-did-jack-do/,4.5
2020-01-21,Joker,2019,https://letterboxd.com/film/joker-2019/,4
2020-01-22,Pain and Glory,2019,https://letterboxd.com/film/pain-and-glory/,4
2020-01-24,1917,2019,https://letterboxd.com/film/1917/,5
2020-01-25,Marriage Story,2019,https://letterboxd.com/film/marriage-story-2019/,5
2020-01-25,Tie Me Up! Tie Me Down!,1989,https://letterboxd.com/film/tie-me-up-tie-me-down/,3
2020-01-26,The Theory of Everything,2014,https://letterboxd.com/film/the-theory-of-everything-2014/,3
2020-01-26,The Silence of the Lambs,1991,https://letterboxd.com/film/the-silence-of-the-lambs/,5
2020-01-27,Kill Bill: Vol. 2,2004,https://letterboxd.com/film/kill-bill-vol-2/,5
2020-02-02,The Irishman,2019,https://letterboxd.com/film/the-irishman-2019/,4.5
2020-02-02,Rosemary's Baby,1968,https://letterboxd.com/film/rosemarys-baby/,5
2020-02-02,Fantastic Mr. Fox,2009,https://letterboxd.com/film/fantastic-mr-fox/,4.5
2020-02-02,Miss Americana,2020,https://letterboxd.com/film/miss-americana/,3.5
2020-02-03,Blue Jasmine,2013,https://letterboxd.com/film/blue-jasmine/,3
2020-02-07,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,https://letterboxd.com/film/birds-of-prey-and-the-fantabulous-emancipation-of-one-harley-quinn/,4
2020-02-09,Knives Out,2019,https://letterboxd.com/film/knives-out-2019/,4
2020-02-09,Jojo Rabbit,2019,https://letterboxd.com/film/jojo-rabbit/,3
2020-02-16,Whiplash,2014,https://letterboxd.com/film/whiplash-2014/,5
2020-02-16,Sunset Boulevard,1950,https://letterboxd.com/film/sunset-boulevard/,5
2020-02-17,Purple Noon,1960,https://letterboxd.com/film/purple-noon/,4
2020-02-17,Citizen Kane,1941,https://letterboxd.com/film/citizen-kane/,4.5
2020-02-17,Dazed and Confused,1993,https://letterboxd.com/film/dazed-and-confused/,4
2020-02-23,Chicago,2002,https://letterboxd.com/film/chicago/,4.5
2020-02-23,Raiders of the Lost Ark,1981,https://letterboxd.com/film/raiders-of-the-lost-ark/,4
2020-02-23,Shazam!,2019,https://letterboxd.com/film/shazam/,4
2020-02-24,Mulholland Drive,2001,https://letterboxd.com/film/mulholland-drive/,5
2020-02-25,The Big Lebowski,1998,https://letterboxd.com/film/the-big-lebowski/,2.5
2020-02-26,Ad Astra,2019,https://letterboxd.com/film/ad-astra-2019/,4.5
2020-02-27,The Lighthouse,2019,https://letterboxd.com/film/the-lighthouse-2019/,5
2020-02-28,Hustlers,2019,https://letterboxd.com/film/hustlers-2019/,4
2020-02-29,A Simple Favor,2018,https://letterboxd.com/film/a-simple-favor/,3.5
2020-03-15,Blade Runner,1982,https://letterboxd.com/film/blade-runner/,4
2020-04-06,Resident Evil,2002,https://letterboxd.com/film/resident-evil/,3.5
2020-06-15,Paris or Perish,2013,https://letterboxd.com/film/paris-or-perish/,1
2020-06-16,365 Days,2020,https://letterboxd.com/film/365-days-2020/,0.5
2020-06-21,Little Fires Everywhere,2020,https://letterboxd.com/film/little-fires-everywhere/,4
2020-07-07,La Jetée,1962,https://letterboxd.com/film/la-jetee/,4.5
2020-07-07,The Staggering Girl,2019,https://letterboxd.com/film/the-staggering-girl/,3
2020-07-08,And Then We Danced,2019,https://letterboxd.com/film/and-then-we-danced/,4.5
2020-07-11,Trainspotting,1996,https://letterboxd.com/film/trainspotting/,4
2020-07-12,Palm Springs,2020,https://letterboxd.com/film/palm-springs-2020/,4
2020-07-12,Molly's Game,2017,https://letterboxd.com/film/mollys-game/,4
2020-07-12,Back to the Future Part II,1989,https://letterboxd.com/film/back-to-the-future-part-ii/,5
2020-07-13,Back to the Future Part III,1990,https://letterboxd.com/film/back-to-the-future-part-iii/,4.5
2020-07-13,All About My Mother,1999,https://letterboxd.com/film/all-about-my-mother/,4
2020-07-14,My Life as a Zucchini,2016,https://letterboxd.com/film/my-life-as-a-zucchini/,4.5
2020-07-15,The Tree of Life,2011,https://letterboxd.com/film/the-tree-of-life-2011/,4.5
2020-07-16,Ghost,1990,https://letterboxd.com/film/ghost/,3.5
2020-07-17,Requiem for a Dream,2000,https://letterboxd.com/film/requiem-for-a-dream/,4
2020-07-18,The Wolf of Wall Street,2013,https://letterboxd.com/film/the-wolf-of-wall-street/,4.5
2020-07-19,One Flew Over the Cuckoo's Nest,1975,https://letterboxd.com/film/one-flew-over-the-cuckoos-nest/,4.5
2020-07-19,Memento,2000,https://letterboxd.com/film/memento/,4
2020-07-19,Bad Education,2004,https://letterboxd.com/film/bad-education/,4.5
2020-07-20,Matthias & Maxime,2019,https://letterboxd.com/film/matthias-maxime/,4.5
2020-07-20,Death Proof,2007,https://letterboxd.com/film/death-proof/,4.5
2020-07-25,Playing,2007,https://letterboxd.com/film/playing/,5
2020-08-02,Black Is King,2020,https://letterboxd.com/film/black-is-king/,4
2020-08-08,Law of Desire,1987,https://letterboxd.com/film/law-of-desire/,4
2020-08-10,Bring It On,2000,https://letterboxd.com/film/bring-it-on/,3.5
2020-08-11,Scream,1996,https://letterboxd.com/film/scream/,4
2020-08-12,Scream 2,1997,https://letterboxd.com/film/scream-2/,3.5
2020-08-14,Scream 3,2000,https://letterboxd.com/film/scream-3/,3
2020-08-14,Scream 4,2011,https://letterboxd.com/film/scream-4/,4
2020-08-16,Heat,1995,https://letterboxd.com/film/heat-1995/,5
2020-08-16,Inside Man,2006,https://letterboxd.com/film/inside-man/,3
2020-08-16,Neighboring Sounds,2012,https://letterboxd.com/film/neighboring-sounds/,4.5
2020-08-17,Public Enemies,2009,https://letterboxd.com/film/public-enemies-2009/,3.5
2020-08-17,Dangerous Minds,1995,https://letterboxd.com/film/dangerous-minds/,2.5
2020-08-17,Annie Hall,1977,https://letterboxd.com/film/annie-hall/,4
2020-08-18,Host,2020,https://letterboxd.com/film/host-2020/,4
2020-08-18,Ready or Not,2019,https://letterboxd.com/film/ready-or-not-2019/,3.5
2020-08-19,Live Flesh,1997,https://letterboxd.com/film/live-flesh/,3.5
2020-08-20,The Cakemaker,2017,https://letterboxd.com/film/the-cakemaker/,4
2020-08-20,Esteros,2016,https://letterboxd.com/film/esteros/,2.5
2020-08-21,BlacKkKlansman,2018,https://letterboxd.com/film/blackkklansman/,4
2020-08-22,Brokeback Mountain,2005,https://letterboxd.com/film/brokeback-mountain/,5
2020-08-23,Curiosa,2019,https://letterboxd.com/film/curiosa/,2
2020-08-24,Twilight,2008,https://letterboxd.com/film/twilight-2008/,4
2020-08-25,The Twilight Saga: New Moon,2009,https://letterboxd.com/film/the-twilight-saga-new-moon/,3.5
2020-08-27,The Twilight Saga: Breaking Dawn - Part 1,2011,https://letterboxd.com/film/the-twilight-saga-breaking-dawn-part-1/,3.5
2020-08-30,Miami Vice,2006,https://letterboxd.com/film/miami-vice/,4.5
2020-08-30,Blackhat,2015,https://letterboxd.com/film/blackhat/,4
2020-08-30,A Frente Fria que a Chuva Traz,2016,https://letterboxd.com/film/a-frente-fria-que-a-chuva-traz/,3
2020-08-30,The Daytime Doorman,2016,https://letterboxd.com/film/the-daytime-doorman/,2
2020-09-02,Milk,2008,https://letterboxd.com/film/milk-2008/,3.5
2020-09-03,Dogtooth,2009,https://letterboxd.com/film/dogtooth/,4.5
2020-09-06,Prisoners,2013,https://letterboxd.com/film/prisoners/,4.5
2020-09-06,Ocean's Eight,2018,https://letterboxd.com/film/oceans-eight/,3.5
2020-09-06,The Farewell,2019,https://letterboxd.com/film/the-farewell-2019/,4
2020-09-08,Pokémon: The First Movie - Mewtwo Strikes Back,1998,https://letterboxd.com/film/pokemon-the-first-movie-mewtwo-strikes-back/,5
2020-09-08,Speed Racer,2008,https://letterboxd.com/film/speed-racer/,5
